id,text,label,predicted
3957,who was just kick ass 100 of time was the guy that played our rorschach,1,0
3966,"""Guns don't kill people....Alec Baldwin does.""",1,0
3990,you saw thor for how hes in the comics pompous an arogant individual,1,0
4041,I agree with Steve20.  At the beginning of the game there were numerous questionable calls.  Friends watching the game quickly claimed the fix is in.  It was just enough to get the Broncos back on their heels and before long  the game got away.  The primary loser after this loss  following the others  is Vance Joseph  who likely will be canned soon.,0,1
4042,Someone tries to commit a crime against you or your property you shoot to kill!  Very simple.  Everyone should be out at the range practicing as much as possible so they can actually hit the thug instead of missing every time.,1,0
4107,"What a ****ed up reply that is.  ""Wanted"" a war on terrorism?!?  What I WANT is the ****ing terrorists to stop attacking us and our allies!  Good grief. 😧",0,1
4141,Am I the only one tired of endless crying from Trump supporters about the “biased media” which is “so unfair” to their beloved orange one? Trying to create their own false narrative while sniveling that the world owes them and Mr.trump respect. FACTS published in his own words with supporting videos being reported which paint him as greedy  selfish  incompetent with zero regards for anyone but himself. “Poor  poor me!” He’s a president of the US with authoritarian impulses. The expectation should have been that he would face constant scrutiny and criticism.,0,1
4155,"That James Martin is still using the corny phrase ""less than"" shows what a lefty touchy-feely hippy-dippy therapeutic deist bubble he lives in.  Martin is encouraging sodomy and other sexual sins. He is an apostate--lacking the courage to put his apostasy into clear  declarative sentences. Or to come out of the closet  as he repeatedly urges OTHER clerics to do.",0,1
4170,i mean i think they're doing their duty but i think if they're going to come out and kill somebody else then they deserve it,0,1
4190,Yes torture for the mother. Lots of sand back there in the valley.,1,0
4198,No one cares about your obsession with a consensual sex act twenty years ago. You lost. Get over it.,1,0
4206,I feel they should have gone with bone ankles instead of white socks for death.,0,1
4207,The Ahole should be fired immediately.,1,0
4225,More than anything else  these statues of CSA soldiers and politicians are nothing less than monuments to treason.  Treason should never be celebrated with a statues or a monument.  We must never forget these treasonous monsters but let us remember them in history books and museums.  I very much like what I saw in southeastern Europe  former countries dominated by the USSR.  When communism fell  they took all the communist statues and monuments out into the country and put them on display in a history park with explanations that those statues and monuments represented a very dark time in history.  Let's do the same with these CSA traitors.,0,1
4226,yeah   because missiles that can only prevent an ICBM from killing hundreds of thousands of people are sooooooooooo scary to Mr. Putin....   yeah.  What an A,0,1
4263,"When the permanent fund was established  the statute prohibited the legislature from appropriating any of the principle of the fund but ""permits use of the fund’s earnings for general governmental purposes.""  It wasn't originally intended for use as a dividend program  but then if you needed the Zobel decision to get in on it  you wouldn't know that  as you wouldn't have been around when it was established and were just a Johnny - come - lately moving to Alaska to suck on the teat of the oil boom.",1,0
4266,-And the next day it's black people.,0,1
4289,Four terms of Liberal incompetence at Queen's Park...even sadder these ninnies keep making the same mistake by reelecting scandal ridden spendthrifts.,0,1
4332,Has Omar renounced Allah and Islam that wants your neck if you are an infidel ? Then he is a dangerous man.,0,1
4351, They are all pretty insane and they break into a record station with squirt guns filled with hot sauce,0,1
4383,Right... because you actually would be totally cool with four homeless violent sex offenders living in your backyard?,1,0
4398,Has Collins looked in a mirror lately?  I got news for you  Senator  your face is a breathing  talking premature ejaculation cure...LOL,1,0
4426,Don't attribute to malevolence what  in the case of the G&M  is far more likely to be explained by sheer  unremitting incompetence.  I had a post yesterday disappear for a time with the marker that it didn't meet civility standards  even though at that point it had 39 Likes.  Mysteriously  it reappeared a couple of hours later.  The reader comments software is just as buggy as it has ever been.  It's not so much that the G&M won't fix it: they're too daft to know that there's even a problem.,0,1
4468,jerry69  LesterP is trying his best to be sarcastic.  As usual  he fails miserably.,1,0
4470,What now?  They want me to carry my birth certificate?  And is Minnery going to be the self-appointed bathroom cop?  Ha.  What a perv.,0,1
4476,I demand the Canadian government issue a travel advisory to the U.S.A. Declare it as a dangerous war zone. Canadians who still travel there are therefore on their own.   At least 3 Canadians are killed in L.V. in this epic mass murder. If this happened in any other country the government will be screaming. The silence is unacceptable.   The American gun culture will not decline. I expect it to grow even bigger. Ever more people will be armed  and armed with the most lethal automatic guns. This Paddock guy owed 42 firearms  23 in the hotel room. Two machine guns on tripod with ammo belt  two sniper rifles on tripod pointed out of the windows. More than 1000 rounds fired. Hundreds more rounds ready to go. He was on a war.   There will be more mass murders. There is now one mass shooting  with more than four victims  per day:     First 9 months of 2017:     -11 572 gun deaths     -23 365 gun injuries     -271 mass shootings     -1 508 unintentional shootings     -2 971 kids/teens shot,1,0
4491,LOLOLLMAO....(Tongue in cheek). I am a primitive Native heathen and do not know a goddamn thing....LMAO.,0,1
4494,You look a little wicked now; what is it  granny?,1,0
4504,"To answer this post  (""You yearn to be profiled as a Mexican?"") My response: racists are despicable people. Most Americans agree there. Me among them.  Go race-bait elsewhere.",0,1
4505,"What David Duke says  or what you say""Bubbles"" really doesn't matter.  You will not find President Trump saying anything to support either of you.  One major mistake the left made  and is continuing to make  is that although you attribute character flaws and misstatements to the President it is not him  but rather it is you who have to live with them  because you expose the nasty  hateful  message underlying your position that has nothing to do with him.",0,1
4509,Spillers writes  The excision of the female genitalia here is a symbolic castration.,0,1
4529,true..he is a corrupt pansy,0,1
4552,"You bet it is! This third wife  porn princess has lowered the role of ""First Lady"" to a new low!",0,1
4586,Try to stay on topic.  What would you do about NK's repeated launching of missiles and development of nuclear arms?  And don't just say what shouldn't be done  say what you would DO that would end this threat.  There are many people in the area (e.g. Japan  British Columbia) who are anxious for a solution instead of a useless tirade on unrelated matters.,1,0
4588,She is not�Ǫ  She���s gay. Oh my God. She is,0,1
4611,"you defend an indefensible religion.   your religions cornerstone is the subjugation of women  children an non-believers.  im here to troll  just like you.   I'm the only person on this forum willing to admit; the ONLY thing ANYBODY does on this forum is troll. its a giant troll fest.  you are a troll.   we do this because it amuses us.  i am beyond reproach.  your quran is not.   ""Your women are your fields  so go into your fields whichever way you like""  is from your quran.   it means do with your woman/children whatever your pleasure because Allah and Muhammad say ""this is a mans world  get some""    refute that!  you wont. you can't. you will retort with another non-sequitur and declare yourself the winner of your delusion. its your MO.  p.s. you don't understand the word ""infer"". i can't do that  i can only imply. its up to you to infer. lol. next?",0,1
4641,SOCIOPATH!,0,1
4711,Fox News  those frickin leakers.  At it again.,1,0
4716,"He dares to say something positive about Trump ???!!!  Look for his multiple gunshot wounds to the head ""suicide"".",1,0
4718,Please.  Speak out Hollywood.  You helped elect Donald Trump with your unhinged rants and whining over the past 16 months.  Continue to do so. Movie studios are losing money due to your political ranting.  Finish the job and put yourselves out of business.,0,1
4781,Hilarious how these arrogant players actually think anyone cares what they say or think.  And maybe now we can just end the ridiculous practice of these spoiled brats meeting with our country's elected leader. Another step toward MAGA!!!!,0,1
4790,i don't know about Singh but Trudeau is an intellectual bumpkin.,0,1
4831,You  get out of my shop!,1,0
4859,She just hates those kids  period. Using religion to justify acts of violence...trying to cover up her hate as religion...,0,1
4863, He's the boogie man that's why he's evil,0,1
4865,"The Dinosaur Media sucks. They are in the death throes... and EVERYBODY knows this. If I want ""news"" I can choose whomever and whatever I want to read on the internet. Is it all true:  of course not. But at least there I have raw video and detailed analysis way beyond the usual Media Suspects:  ABCNBCCBSNYTimesWashPost etcetc.  And as to the Angry White House Reporter:  Don't care you are Not Special.",0,1
4882,With your logic  you need to die violently to be able to live free?  Brilliant.,0,1
4987,Not only did Clinton LOSE  but she lost to Donald Trump ! Put that in all your Pot Pipes and smoke it.,1,0
4996, So stupid funny movie,0,1
5006,So they can spout their terrorist BS in an American court? No thanks. And evidently  you've never tried to take someone  especially a suicidal terrorist  into custody when they don't want to go. It's easier to kill them than to bring them in alive.,1,0
5016,"Typical right wing nut  can't even spell ""numerous"".",1,0
5030,Sweet  lets work on a Nationwide smoking ban next. Cigarettes are not only toxic but they smell like burning cat shite!!!,1,0
5072,Give me a male corpse for a long slow honeymoon.,0,1
5080,I.d.i.o.t.s all.,1,0
5089,"This is ""my"" damn gym!"".",0,1
5098,Don't you have some crappy coffee to ruin? Or a donkey that needs lovin?,0,1
5111,If Trump can't say something positive about young athletes he ought to keep his trap shut.  But he doesn't know any better.  His sour character and ill temper will lead to his early departure from office.,1,0
5118,Yes because that hads worked out so good for our state  and that is the whole reason Gattis is gone  the failed policies of acting like a Republican. I'd rather some one act like a statemen  like Hickel and Hammond these clowns today have nothing in common with them.,0,1
5127,I am so over this election cycle. I don't care what he said/she said. Everybody has an opinion about him  about her  about them  about us. I have never had a such desire to see an election over with  like I have with this one. We have idiots running for office  idiots talking about idiots running for office  and a media saturating us with idiot responses to idiot comments. In this election  the debt isn't an issue  the economy isn't and issue  and even the future has no relevance. This election  is about Miss Piggy  and Tax Returns  and Deplorable People  and 3 am Tweets  and Pneumonia  and now in the middle of it all Kim Kardashian has been robbed. I'm sure that will come into the debate in short order. The National Enquirer will be a good read while I'm sitting in the restroom relieving myself!,0,1
5136,ALL HE HAD TO DO WAS TAKE A DUMP ON THE STAGE.,0,1
5152,Your statement most certainly IS a lie. Yes  I do call you a liar. I do so because you lie  not because you disagree with me.,1,0
5159,but i would say i i enjoyed sucker punch,0,1
5196,but uh i don't know it just it's pretty disgusting every time you,1,0
5210,he feels he doesn't deserve to live  so let um off himself.  or jus put him in halawa general population and he will for sure not want to live.  gonna be a wonderful GF for the large men of halawa.  they must have picked straws already. get ready mr sicko  karma is a biatch,0,1
5219,Here here Mr. Otness. Hodad I got 5gs that says your wrong about Trump. Put up or shut up...,0,1
5249,They are being complaint.  And legal by being registered as DADS kids. They pay a fee and have to be felony free. The only thing not given is citizenship.  Which In my opinion is stupid. They pay taxes  they identify as American  ( don't know the difference)  they work and contribute to society.,0,1
5276,Building back better right Joey s#|t the pants?? 😂😂🤡,1,0
5304,Our bitch had puppies  do you want one?,0,1
5313,I would say it was the political equivalent of getting hit in the face with a cream pie by one of the Three Stooges,0,1
5318,You think it's disturbing to wish prison rape upon someone who did something this disgusting? I find it disturbing that you aren't more angry and upset,0,1
5328,It is unacceptable to use chemical products on private property in such a way that it damages the economic potential and livelihoods of the adjacent farmers. Nobody has the right to maintain their tree plantations in economic production at the expense of the neighboring agricultural production on private property. It is wrong to produce your crop of trees by destroying your neigbor's crops.  Private property owners have solid rights against trespassers  and that should be applied to chemical trespassers also. You choose what you do to your own private property  but let others choose for their own property. Don't limit how your neighbors can make their own agricultural decisions.  Don't destroy or disregard the value of your neighbor's products or business. It's not yours to ruin.   Pandora's box of noxious weeds has been opened by the foolish yet profitable practice of clearcutting  and no spray cocktail can supress them fully. Now these weeds are evolving herbicide resistance...,1,0
5368,Grumpy and stir-crazy here!   ;),1,0
5373,i thought that film was awful,0,1
5389,"How much are the Chinese sending to Trudeau's ""Foundation""??? This stinks. Trudeau needs to be removed for incompetence.",0,1
5399,That���s right! You lose sucker!!  Please still marry me.,0,1
5424,Now you're just thrashing. Next you'll stamp your foot and hold your breath 'til you turn blue.,1,0
5429,With this new comment system (that is terrible  unless you are a teenage girl who likes emojis)  the dumbest comments make it to the top because the have the most negative votes!,0,1
5432, Yeah  this is a  a really stupid movie  and me and my friends used to get together and watch really awful movies like this and just talk over them and make fun of them,1,0
5449,Typical sore looser man liberal..,0,1
5476,Arrest them all for child abuse.  They are destroying their minds and setting them up for horrible peer & social abuse.,0,1
5490,was an hour before kicked to death by the savage and brutal mob.,1,0
5518,"""Dogs behave incredibly different absent owners.""  Really? You must be a cat person. Besides not having the cajones to use your real name when posting your opinions  you don't know you're talking about.",1,0
5548,J. Brown  I think you suffer from 'natural' burnout...,0,1
5555,The U of Nike plays NW Christian  WHOOP DE DOO.  This is like a top 6A school playing a Grade School team.  Stupid.  I personally was not impressed with the  team  one exception being Pritchard  he can put the ball in the hole and the defense's have to be aware of where he is at all times.......  The U of Nike big guys kind of stumbled around.  Troy Brown looks a little clumsy to me.  I know its extremely early  maybe they will come together...............,0,1
5558,Omar Khadr is an admitted terrorist who killed an American soldier.  Canadians owe this man nothing except their complete repugnance.,1,0
5578,i'm pretty sure jeff sessions is an evil elf.,1,0
5599,"Can you point me to one post where any of the resident 'defenders of the faith' have actually accepted a contrary argument and conceded a point? I'll save you the time  Sarasi. There are none. Not one.   Even when one of them was actually lecturing the board about Burke's dubia  accusing us of not having read his letter  he then went on to say that the Cardinals were not just asking for one word  'yes' or 'no' answers  they demanded explanations with the answers and they were entitled to them.  I directed the poster to the letter and the part where the Cardinals specifically say the polar opposite - i.e. That they want 'yes' or 'no' to each of the questions and NO ""theologising.""  I'm still waiting for the poster concerned to apologise. He simply went off and started the same uninformed cr@p with someone else. Trolls  all of them.",1,0
5621,Let's properly identify the PFD - it is state welfare. It is not given based on need.  It is not prorated to one's circumstances. It distorts family behavior.  It is a disincentive to industrious behavior.  The L48 came to those conclusions when it approved Federal Welfare Reform in 1996. Yet some Alaskan legislators persist with the myth that the PFD is sacrosanct. Government has no business giving money to all citizens. Indeed  government has a responsibility aiding those physically or emotionally disadvantaged  but the ubiquitous PFD is foolish and incredibly wasteful.  It gets even more outlandish when the legislature considers a broad based tax.  Consider if you will the government distributing PFDs through one agency and collecting your new taxes through another new agency.  It is absurd.,0,1
5633,I won't bake you a cake because you are Jewish.  Take your business to the baker down the street.  He serves your kind.,1,0
5645,[laughter] because you're gonna die anyway huh [laughter],1,0
5671,"It is not hidden unto those that look for it  Christy.  The problem is that it is no longer taught unto the children as unto a basis of factual history  rather than redefined history.  I shall bet that the vast majority of school ""teachers"" teach their own students that it is the Republicans that supported slavery  and it was the Democrats that freed them  as well as teaching them that Abraham Lincoln was a Democrat  rather than a Republican.  What our kids are learning today is revisionist history  based upon the social beliefs and ideology of those that are conducting said courses  rather than the actual truth.  The NEA is a disgrace  both unto the children they pretend to teach  and unto themselves as ""educators"".  The Liberals/Marxists are a disgrace  both unto the populace that they claim to represent  but truly do not  and unto themselves  as the charlatans they are.  They care not one whit about their supposed voters.  Only that the voters support them  to keep them in power.",0,1
5692,Trumpatito.  He's orange as a big Cheeto.  With hands as big as a mosquito.,0,1
5717,I could care less what you belive sir. Carry on libtards,0,1
5730,Crankiness rules your dark world. You must be awfully unhappy to see others having fun while you're so upset. Really sucks huh?,0,1
5754,Albeit a very dumbed-down electorate.,1,0
5786,um you know it'll have a a coup or some ridiculous form of government there may change uh every few years like for an example would be the gov- south american governments,1,0
5794,Why not call trump and tell him that? Oh wait you are just another loudmouth internet bimbo with a broken keyboard.,0,1
5805,Let  her  dangle,1,0
5838,I thought Hogan had some b-lls !!! Like all the wimp politicians  he bows to the wimps I am NOT a confederate sympathizer but I respect history LEAVE ALL THE STATUES     THEY ARE HISTORY !!!!!!!!!!!!!!!!,0,1
5849,good riddance to bad rubbish,0,1
5858,Ah  so Muslims are visible minorities in India? You must have super vision. I have never been able to identify a Muslim by looking at them. Can you tell me when your IQ will reach double digits?  Can you name a Sikh ghetto?,0,1
5882,What is the matter  your precious little snow flake who watches hard core pornography on his cellphone and plays video games with people getting their heads blown off and listens to racist music full of racial slurs can't take a little truth?,0,1
5891,"I prefer that politicians keep their person beliefs out of politics and justifying their political actions by the use of any kind of ""holy"" book.    Mostly because there is never anything truly religious about any of their nonsense.  And also because I do not want to be governed by anyone else's religious belief.  That is about as unAmerican as you can get.  Tyrany of the rankest sort.",0,1
5918,where you know the green glass goes in this clown's mouth and the tin cans go up to the alligator and and so we uh we don't recycle as much as we should but we do recycle newspapers,0,1
5927,Once the cry of racism rears its ugly head,1,0
5944,Listen you knuckle heads  this has got nothing to do with race. its about our fallen and maimed soldiers. Have some respect,1,0
5964,Hey Dick your free to give yours so do so ! But you don't have the right to take from the less fortunate... Try again.,0,1
5983,Bernstein is a legend in his own mind. He's yesterday's mashed potatoes laying at the bottom of a dumpster. IGNORE THE SIMP!!!!!!,1,0
5999,Pity poor Maduro   the appointed heir of Hugo Chavez. All he's  doing is invoking Venezuela version of the LEAP manifesto  to the delight of their fawning Canadian leftist supportrs.  Doubtless their greatest doe-eyed fan  Naomi Klein  is aghast that Canada should be aghast at Maduros action.  C'mon  Naomi  get in their and show us how things are done. You know  in that blood thirsty way that your fave thugs are so fond of.,0,1
6026,This is it: stop making them unhappy and useless.,0,1
6055,There WAS a consensus. Proportional representation  which was not what the Liberals wanted. So boom  it's not happening. The Liberals obviously believe they can win again under FPTP. Liberal arrogance will do them in.,0,1
6064,"My first impression of Fairbanks in May of 1990 was ""What a dump. I bet I end up living here."" I ended up living here. It is decidedly not a dump.  After several years in Denali (where I met my now wife) we settled in Fairbanks for better job prospects. Initially I wasn't sure about the place but as I came to learn the extensive trail system the mountain biker in me went nuts. I also found plenty of things to get involved in because Fairbanks residents have to create their own good times. People here are doers. When you meet someone questions don't revolve around jobs  we ask where have you hiked/biked/hunted/fished/climbed/etc. In other words  how have you taken advantage of this place and what it offers? You can go to a party and find a millionaire swapping trail tales with a plumber and they've known each other for years and you can't tell which is which from the looks of them.  As for suggestions  visit in March. There is no finer place on Earth than Fairbanks  Alaska  in March.",1,0
6085,"I made no assertion about Mr. Trump's legitimacy as president. (And who is ""you all""? I'm one guy  and you are asking about something I didn't discuss.)  I did  however  assert that Trump's  beef with news organizations is inconsistent  silly and pointless  especially given his -- how can I put this diplomatically? -- casual acquaintance with truth and transparency.",0,1
6126,Don't be a fool.,0,1
6162,captive rats thats evil dude rats are born to be free dude.  F R E E     T H E     R A T S !,0,1
6163,Don't you know that girl's very sick?,0,1
6177,Sucking us all dry by paying for state government for the last 40 years and creating the Permanent fund. Wow.  The state pissed all the money away  they could have easily had $100 Billion in there,1,0
6194,Semen? Grow up.,1,0
6202,You people are on a fast track to ruin! Drugs kill.,0,1
6207,"If she had any decency  she would resign. Not because of her opinion or her views  but because ""f*** you all"" response is not befitting of a leader. But perhaps I'm living in a dream world.",0,1
6210,Religious zealots they are.,0,1
6216,all peace lovers and moderates want a Two state solution  this was the original idea of the United Nations Partition in 1948   ONE STATE - a radical extreme position that was the position of the Arab countries in 1948 and still is the position of the extremists today AFTER losing the 5 wars they started   The United Nations  Europe  USA and Russia all want a TWO STATE solution - but not Arab countries   There are many extremist Arabs who want ONE state  but hypocritically say they want TWO states   that is  reason not to trust the Palestinians and their Arab and leftist supporters in the West,0,1
6223,BS. Racist. Either the tags are good are not. Another reason to Whitesplain racial profiling. He clearly realized he f'd up. Lousy Officers are everywhere. They hire Officers like this with racial bias off the street all the Time. Report them. Its 2017! Ps. He didn't even run her License...clearly he knew he f'd up. White People are not comfortable with admitting Racial profiling like this. lol,0,1
6253,"It's hard for me to suppress a giggle when I see someone ""vaping.""  The image that comes to mind is a toddler with a pacifier in its mouth.  In both cases there's no nutrition being delivered.  It's merely someone who needs to feel comforted by having a fake nipple in his mouth to suck on.",1,0
6262,And some have whacko militias.,1,0
6299,All this prison rape talk seems to get you excited localguy.,1,0
6301,exactly ... The hypocrisy is astounding.,0,1
6336,Disgusting deplorables exist all over the political spectrum. That you only recognize it on one side is very telling.,0,1
6359,"Bingo......you got it. All those ""behind the curtains"" trough feeders. It's a stain on our democracy.",0,1
6471,Yeah. And she was like  that's pathetic  I hope you enjoy it.,0,1
6475,Why are the poorest people always the fattest?,0,1
6514,When it comes to LGTB people and our rights as citizens  Trump is playing both sides against the middle. But the media  including this outlet  continue to parrot the false meme that Donald Trump is some kind of new Republican hero when it comes to gay issues. He's not. As Michelangelo Signorile has noted  Trump's entire cabinet is a veritable Who's Who of homophobes with proven track records of being virulently anti-gay. Somehow  the media never cover that. It bears asking: why not? As for Neil Gorsuch and how he might shape the Supreme Court on LGTB issues  that remains shrouded in mystery which only time will tell. Anyone who's seriously interested in understanding the game Trump is playing on LGTB issues should read Signorile's takedown of the lazy media and the manner in which they're all playing along with Trump and his web of lies and deceit:  http://www.huffingtonpost.com/entry/be-certain-of-this-donald-trump-will-try-to-eviscerate-lgbtq-equality_us_589357c5e4b0af07cb6bddd3,0,1
6516,The NRA and gun nuts have blood on their hands at this point.,0,1
6519,We must be submissive Marian broodmares for Jesus.  Duh.,1,0
6552,Because two-thirds of the money for Superstorm Sandy had nothing to do with rebuilding or helping those effected.  It was a big trough of pork.,0,1
6626,and yet you are unable and did not actually challenge his point and facts in any way did you!! seams  it is the left that is the crank,0,1
6630,What a nasty  juvenile comment!,0,1
6631,Exactly!!! Justin flat out lie down to us during the election p  had he been honest he would have been pelted off the stage in laughter.  Trumps lap dog is strongly quiet on economic issues.  One will need to thank the public unions who gave us Kathleen and Justin.,1,0
6646,Rush to judgment makes you look and sound like a bigoted hate flamer  Horehay!,0,1
6661,[LAUGHTER] Utterly  utterly ridiculous.,0,1
6701,Remember when right wing racists were afraid to come out and speak their minds in public? Remember the days before this stupid disaster of a pResident started running for office  and the adults (the Democrats  mostly) were still in charge?   I sure do miss those days. I cannot wait until racists are made to be afraid again...,0,1
6728,is that the best ya' got.. shiiiiiiiiiiiiiiiiiiiiiiiiiit!!!,1,0
6746,have to be plead ignorant here,0,1
6758,The pen really sucks right now hopefully the dude they picked up from the phils will help out 😞,0,1
6761,I think there's probably more to it than what you suggest and suspect April 1212 is right. Having said that  I did have an experience with a border control official at Pearson Intl who demanded a proof of live birth certificate (basically long form birth certificate) because my wife kept her last name and so didn't match our kids' last names. We eventually convinced him she was their birth mother and allowed to travel with them by having our kids (ages 7 and 5 at the time) attest to her being their mommy. So you may be right in the sense that this could very well be the one idiot at the border who needs a refresher. We'll see soon enough whether this becomes widespread or not.  In our case  every time we go to the US  we bring a notarized letter stating that my wife is our kids' mom. Haven't had a problem since (knock wood).,0,1
6800,' You can see exactly how effective it is by the reaction of those like Minnery.  As long as people like Minnery raise their ugly faces    …the law is shown to be fully justified. .,1,0
6815,Big whoop....Spence gets to join the rest of the thieving rabble.,1,0
6864,Let's hope the injunction goes ahead and is successful. Our joke of a government should be holding their heads in shame for settling with Khadr but apologizing is insanity,1,0
6870,Not when we all look at the Stock Market  still setting records on gains  'Post election'...  Oh yeah  Jobs too...again under President Trump.   That must really gall the election loser and her followers.  Day in and day out - better and better news for working Americans...  Just think what the remaining three years  2 and one half months will bring  -but hey  who is counting  right?!,0,1
6874,"He's far too bloated to be a member of anything called ""the master race"". White privilege is being a syphilitic tub of lard yet thinking you are a better example of human.",0,1
6875,The state will not seize the assets moron.,0,1
6898,Bababaaals  but no BRAIN.,0,1
6926,Which province do you live in? You have to be one of the most dumbest or most deaf people on this planet to suggest screwing over Canadians in BC for your sick projects that are not even for Canadians.,0,1
6929,"As a former Corrections guy  if true as alleged  this was a pretty ""dopey"" move.",1,0
6934,"The place is a cesspool of neglect  poverty  criminality and desperation. Its population is a volatile mix of locals  immigrants (many of whom are illegal)  workers  unemployed and criminals. To top it all  it resides on a steep slope.   I have no idea how the authorities think they can make this place liveable  without spending hundreds of millions on terracing and installing sewerage  water and power. It is also probably one of the most dangerous spots in the city.  Blocking will require some form of census  and many if it's residents don't want that  for obvious reasons.  The only way to get it right is for the community itself to identify the criminal elements that live among them  isolate them  and then participate in the ""blocking"" as temporary city employees.  The city will have to break its own laws to expedite this process.",1,0
6979,A tautology is indeed perfectly rational. It's also circular thinking that gets you nowhere. This is a Motion  not a Bill. There will be no Law when it passes. If you don't know that  you're perfectly irrational.,0,1
7001, and um i have to admit i was watching this i purposly put it on because i figured it would be something that would be stupid that i could fall asleep in the middle of and not miss too much,1,0
7008,Multiple facts that are more than adequate to cast suspicion upon Russia and Mr. Trump are out there  you just refuse either to look at or to acknowledge them. Or perhaps you're being paid to post the lie that facts don't exist. I'll presume the former and ask a question you soon will have to face as RICO  obstruction of justice and espionage convictions are made of a Trump campaign or White House staffer: Will you stand with America or continue to be a Russian patsy?,1,0
7016,If you’re that butt sore I recommend the Obama's ACA for a nice soothing balm for your inflammations,0,1
7026,You cant even state the question in under 10 words so shut up,0,1
7103,Daddy Duggar said incest should be punishable by execution.  I'm sure he set up a firing squad for his son.,1,0
7105, But if you like kind of dumbed down action movies then this is for you,1,0
7130,Let's not be too hasty.  She might be the brains behind this organization..........she was never ever on the clown bus  so.....either she's the brains or she might be the one leaking all the classifieds,0,1
7188,This is a rubbish article: this has nothing to do with sex and everything to do with innovation  ability to get a business to market and develop a credible-sized business entity that can grow  without it being sold off in its early stages to make a quick buck.   It has nothing to do with women versus men.    We don't have enough of this (sex-neutral) innovation in this country.    This article is a waste of space: shame on the Globe editors.,0,1
7193,Sleazy Weenie. Lock him up.,0,1
7219,"""Fly the flag of the army of northern Virginia proudly!""  The only flag of the Army of Northern Virginia that matters is the white one Lee dragged with his when that Traitor-in-Chief surrendered to General of the US Army Ulysses S. Grant.",1,0
7235,I'm not mocking Obama  he is simply a failure  that's not mocking  that's rightful criticism. Your childlike definition of pressuring a foreign leader and calling it begging is.,1,0
7243,go to Tripler...VA office in 'e' building i went there...had fathers discharge papers printed right there   take death cirterticate,0,1
7273,Sorry - you confuse and conflate two very different issues. One - Boston College provided an educational event to highlight AL; to begin a process to help US bishops communicate AL; and to host both bishops and theologians to dialogue about a current papal document (which hasn't happened in decades).  So  support a document that was developed via two synods and hundreds of dioceses. Two  to count and use numbers to gauge significance or importance is the work of a small mind Three  the dubia folks do not even start with AL - read their posted dubia - never even quotes from AL....they do not dialogue; they judge based upon their own misunderstandings...so  how can one dialogue when dubia are made up based upon a willful disregard and rejection of a papal document.  (how things have changed since this same group hypocritically condemned liberals if they questioned the sloppy works of JPII or Benny? Sorry  these two things are apples to oranges except in your troll universe.,0,1
7292,"Well  it's better to strive for treating people as equally as possible than to classify them into buckets that say things like:  ""Must suck up to""  ""Meh  not worth the time and energy""  and ""Must treat badly at any opportunity.""",0,1
7296,Whiners whine and criers cry!,1,0
7318,I didnt see what happened  only Perry kicking the crap out of him which is all good in itself.  Your boy Laine lit it up again Wiley  his wrist shot reminds me of Kessel's.,1,0
7324,Pointless. No one will watch.,1,0
7325,like that [laughter] but um i would love to just take some scissors and cut them in half,0,1
7342,More silliness from the sawed off wanna be dictator reich. Who pays this guy anyway,0,1
7363,- The nation lost 31 200 full-time jobs  and gained 34 300 part-time jobs during the month. - All the job gains were self-employed and public sector.  - Canada lost 50 500 jobs in the private sector. - this reflects the departure of 45 500 people from the labor force. About half of those were youth  meaning many young people looking for work have stopped looking.   This pretty much sums up how bad things are in Canada with the Liberals.  As much as this government soaks itself with glitzy and expensive perfume a turd is still a turd.,1,0
7373,well the maturity is gone again i see in you  you are a waste of effort to debate as an adult period   grow up or get some help,1,0
7376,Hey  my very own stalker! Thanks but I'm already taken.,0,1
7447,Better than the 50 kibbeh balls that you got for your hate post.,0,1
7505,Mindless drivel with pure evil intent. Do threats of big guns and attack dogs make you feel all fuzzy and warm? Peace Jackie!,0,1
7517,"I've read all the comments below and there's one fact that wasn't mentioned:  She's a freaking lawyer!  Most of the legislators are lawyers and none of them can be trusted and should not be in any political office.  They are part of the problem for sure and neither republican nor democrat have the tenacity to roll up their sleeves to conduct hard work; always looking for the easy way out.  I hope they use up all the Permanent Fund and when it's gone  then  and only then  will Alaska have effective and meaningful legislation! Here's some truth about lawyers;  ""what's the difference between a dead dog and a lawyer found on the road?  There's skid marks in front of the dog!""  That says it all!",0,1
7537,Nanos is a liberal hack with no credibility. He sucks money out of the government to create polls so the Liberals can write the news narrative.,0,1
7574,It will likely be 53K for Justin and Kathleen  actually.  But no matter.   Beats the crap out of the 2500 they will get from CPP........  The other thing is that the balance in investments can still grow even as you draw down.  And yes  there is a minimum withdrawl each year.  But I think it kicks in at about 71.,1,0
7581,I bet you are a lonely old white man who just can't accept its 2017 and not 1960. You want to rip her kids from her or force them to go with even though they are USA citizens that 3 more beans out of your proud white america,0,1
